CODMES,ID,SECTOR_ECONÓMICO
201802,15026736,Hoteles y Restaurantes
201808,15039106,Comercio
201807,15039106,Comercio
201809,15039106,Comercio
201810,15039106,Comercio
201807,15043890,Comercio
201808,15043890,Comercio
201806,15043890,Comercio
201805,15043890,Comercio
201802,15043890,Comercio
201801,15043890,Comercio
201804,15043890,Comercio
201803,15043890,Comercio
201810,15043890,Comercio
201809,15043890,Comercio
201811,15043890,Comercio
201812,15043890,Comercio
201803,15046420,Construcción
201804,15046420,Construcción
201801,15046420,Construcción
201802,15046420,Construcción
201805,15046420,Construcción
201806,15046420,Construcción
201808,15046420,Construcción
201807,15046420,Construcción
201812,15046420,Construcción
201811,15046420,Construcción
201809,15046420,Construcción
201810,15046420,Construcción
201807,15047856,Comercio
201808,15047856,Comercio
201806,15047856,Comercio
201805,15047856,Comercio
201802,15047856,Comercio
201801,15047856,Comercio
201804,15047856,Comercio
201803,15047856,Comercio
201810,15047856,Comercio
201809,15047856,Comercio
201811,15047856,Comercio
201812,15047856,Comercio
201803,15050134,Ind. Manufacturera
201804,15050134,Ind. Manufacturera
201801,15050134,Ind. Manufacturera
201802,15050134,Ind. Manufacturera
201805,15050134,Ind. Manufacturera
201806,15050134,Ind. Manufacturera
201808,15050134,Ind. Manufacturera
201807,15050134,Ind. Manufacturera
201812,15050134,Ind. Manufacturera
201811,15050134,Ind. Manufacturera
201809,15050134,Ind. Manufacturera
201810,15050134,Ind. Manufacturera
201810,15054576,"Transp, Almac y Com."
201807,15063834,Ind. Manufacturera
201808,15063834,Ind. Manufacturera
201806,15063834,Ind. Manufacturera
201805,15063834,Ind. Manufacturera
201802,15063834,Ind. Manufacturera
201801,15063834,Ind. Manufacturera
201804,15063834,Ind. Manufacturera
201803,15063834,Ind. Manufacturera
201810,15063834,Ind. Manufacturera
201809,15063834,Ind. Manufacturera
201803,15064010,Act. Inmob. Emp y Alquiler
201804,15064010,Act. Inmob. Emp y Alquiler
201801,15064010,Act. Inmob. Emp y Alquiler
201802,15064010,Act. Inmob. Emp y Alquiler
201805,15064010,Act. Inmob. Emp y Alquiler
201806,15064010,Act. Inmob. Emp y Alquiler
201808,15064010,Act. Inmob. Emp y Alquiler
201807,15064010,Act. Inmob. Emp y Alquiler
201809,15064010,Act. Inmob. Emp y Alquiler
201810,15064010,Act. Inmob. Emp y Alquiler
201811,15064010,Act. Inmob. Emp y Alquiler
201812,15064010,Act. Inmob. Emp y Alquiler
201807,15079038,Agricultura
201808,15079038,Agricultura
201806,15079038,Agricultura
201805,15079038,Agricultura
201802,15079038,Agricultura
201801,15079038,Agricultura
201804,15079038,Agricultura
201803,15079038,Agricultura
201812,15079038,Agricultura
201811,15079038,Agricultura
201810,15079038,Agricultura
201809,15079038,Agricultura
201803,15080648,Ind. Manufacturera
201804,15080648,Ind. Manufacturera
201801,15080648,Ind. Manufacturera
201802,15080648,Ind. Manufacturera
201805,15080648,Ind. Manufacturera
